enlightenment_ending.rpy;show friends_puzzle_pieces; A montage of Amelia with her friends—Ella, Zara, Lucas, Maya, Raj—each in a different scene, symbolizing the pieces of the puzzle that is her life. Amelia has fair skin, long brown hair, and blue eyes. The friends have diverse appearances, each bringing a piece of wisdom. Mix of Comic Book and Semi-realism art style - Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format.
enlightenment_ending.rpy;show amelia_sarah_reflection; An 18-year-old girl named Amelia reflecting on her friendship with Sarah, with a superimposed image of Sarah looking back at her. Amelia has fair skin, long brown hair, and blue eyes. Sarah has pale skin, short blonde hair, and blue eyes. The setting is a serene garden. Mix of Comic Book and Semi-realism art style - Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format.
enlightenment_ending.rpy;show amelia_gravity_role; An 18-year-old girl named Amelia standing determined in her room, realizing the gravity of her role in the world. Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes. The room is dimly lit with a desk lamp, showing various alchemical ingredients and equipment. Mix of Comic Book and Semi-realism art style - Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format.
enlightenment_ending.rpy;show amelia_threshold_understanding; An 18-year-old girl named Amelia standing at the threshold of a new understanding, with a mystical aura around her. Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes. The background is a serene garden with a fountain, symbolizing enlightenment. Mix of Comic Book and Semi-realism art style - Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format.
enlightenment_ending.rpy;show amelia_grown; An 18-year-old girl named Amelia looking proud and reflective, understanding her growth. Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes. The setting is a serene garden with a fountain. Mix of Comic Book and Semi-realism art style - Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format.
enlightenment_ending.rpy;show amelia_resolve_to_make_difference; An 18-year-old girl named Amelia standing determined, remembering Sarah and feeling resolved to make a difference. Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes. The setting is a serene garden with a fountain. Mix of Comic Book and Semi-realism art style - Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format.
enlightenment_ending.rpy;show amelia_embracing_past_future; An 18-year-old girl named Amelia embracing her past and stepping boldly into her future. Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes. The background is a serene garden with a fountain, symbolizing a new beginning. Mix of Comic Book and Semi-realism art style - Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format.
enlightenment_ending.rpy;show amelia_shaped_experiences; An 18-year-old girl named Amelia reflecting on her experiences, feeling shaped and prepared for her path. Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes. The background is a serene garden with a fountain, symbolizing reflection and growth. Mix of Comic Book and Semi-realism art style - Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format.
enlightenment_ending.rpy;show amelia_forged_adversity; An 18-year-old girl named Amelia looking strong and determined, having discovered her strength through adversity. Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes. The background is a serene garden with a fountain, symbolizing resilience and inner strength. Mix of Comic Book and Semi-realism art style - Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format.
enlightenment_ending.rpy;show woman_cryptic_tone; A mysterious woman with middle-long gray hair speaking in a cryptic tone to Amelia. The atmosphere is filled with mystery and wisdom. Mix of Comic Book and Semi-realism art style - Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format.
enlightenment_ending.rpy;show amelia_path_transformation; An 18-year-old girl named Amelia listening intently about the path of transformation. Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes. The background is a serene garden with a fountain, symbolizing transformation and enlightenment. Mix of Comic Book and Semi-realism art style - Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format.
enlightenment_ending.rpy;show amelia_prima_materia; An 18-year-old girl named Amelia contemplating the Prima Materia within her, the raw essence of her being. Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes. The background is a serene garden with a fountain, symbolizing inner transformation. Mix of Comic Book and Semi-realism art style - Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format.
enlightenment_ending.rpy;show amelia_nigredo_albedo; An 18-year-old girl named Amelia contemplating her journey through the Nigredo and into the Albedo. Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes. The background is a serene garden with a fountain, symbolizing the alchemical transformation. Mix of Comic Book and Semi-realism art style - Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format.
enlightenment_ending.rpy;show amelia_citrinitas; An 18-year-old girl named Amelia experiencing Citrinitas, the dawning of new consciousness, finding clarity and purpose. Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes. The background is a serene garden with a fountain, symbolizing clarity and enlightenment. Mix of Comic Book and Semi-realism art style - Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format.
enlightenment_ending.rpy;show amelia_rubedo; An 18-year-old girl named Amelia achieving the Rubedo, the reddening, and the Great Work. Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes. The background is a serene garden with a fountain, symbolizing the culmination of her alchemical journey. Mix of Comic Book and Semi-realism art style - Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format.
enlightenment_ending.rpy;show amelia_divine_tapestry; An 18-year-old girl named Amelia contemplating the divine tapestry of her life, trusting in the process. Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes. The background is a serene garden with a fountain, symbolizing trust and divine purpose. Mix of Comic Book and Semi-realism art style - Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format.
enlightenment_ending.rpy;show amelia_weight_transmission; An 18-year-old girl named Amelia feeling the weight of the transmission, settling deep within her soul. Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes. The background is a serene garden with a fountain, symbolizing deep reflection and understanding. Mix of Comic Book and Semi-realism art style - Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format.
enlightenment_ending.rpy;show amelia_tears_truth; An 18-year-old girl named Amelia with tears welling up in her eyes, realizing the profound truth of the woman's words. Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes. The background is a serene garden with a fountain, symbolizing profound realization and emotional depth. Mix of Comic Book and Semi-realism art style - Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format.
enlightenment_ending.rpy;show amelia_understanding; An 18-year-old girl named Amelia looking enlightened and understanding, saying 'I... I understand. At last I understand.' Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes. The background is a serene garden with a fountain, symbolizing profound understanding and enlightenment. Mix of Comic Book and Semi-realism art style - Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format.
enlightenment_ending.rpy;show amelia_tears_peace; An 18-year-old girl named Amelia with tears on her face and a deep sense of peace within her. Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes. The background is a serene garden with a fountain, symbolizing peace and emotional release. Mix of Comic Book and Semi-realism art style - Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format.
enlightenment_ending.rpy;show amelia_beginning_achieve; An 18-year-old girl named Amelia looking determined and hopeful, thinking 'This is just the beginning, I can achieve anything.' Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes. The background is a serene garden with a fountain, symbolizing new beginnings and limitless potential. Mix of Comic Book and Semi-realism art style - Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format.
enlightenment_ending.rpy;show amelia_ready_challenges; An 18-year-old girl named Amelia looking ready and confident, thinking 'I’m ready for whatever comes next, I can face any challenge.' Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes. The background is a serene garden with a fountain, symbolizing readiness and resilience. Mix of Comic Book and Semi-realism art style - Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format.
credits.rpy;show amelia_cornwall_sea_halo; An 18-year-old girl named Amelia standing on a cliff in Cornwall, UK, looking out over the sea from behind her. Amelia has fair skin, long brown hair, and blue eyes. She is wearing casual clothes. There is a slight halo-type aura around her head, hinting at her enlightenment. The scene captures the beauty of the Cornwall coastline with the vast sea and the sky meeting at the horizon. Mix of Comic Book and Semi-realism art style - Primary Colors: Strong Red (#FF0000) - Dark Blue (#00008B) - Intense Black (#000000): Accent Colors: Light Grey (#D3D3D3) - White (#FFFFFF): 16:9 format.
